donorCell	donor	cellp1	cellp2	cell
NA18508.08112017.G06	NA18508	08112017	G06	08112017-G06
NA19210.08112017.G07	NA19210	08112017	G07	08112017-G07
NA18853.08112017.G08	NA18853	08112017	G08	08112017-G08
NA18508.08112017.G09	NA18508	08112017	G09	08112017-G09
NA18508.08112017.G10	NA18508	08112017	G10	08112017-G10
NA19210.08112017.G11	NA19210	08112017	G11	08112017-G11
NA18508.08112017.G12	NA18508	08112017	G12	08112017-G12
NA18853.08112017.H01	NA18853	08112017	H01	08112017-H01
NA18508.08112017.H03	NA18508	08112017	H03	08112017-H03
NA18853.08112017.H04	NA18853	08112017	H04	08112017-H04
NA18853.08112017.H05	NA18853	08112017	H05	08112017-H05
NA19257.08112017.H06	NA19257	08112017	H06	08112017-H06
NA18853.08112017.H07	NA18853	08112017	H07	08112017-H07
NA18508.08112017.H08	NA18508	08112017	H08	08112017-H08
NA18507.08142017.A01	NA18507	08142017	A01	08142017-A01
NA18507.08142017.A04	NA18507	08142017	A04	08142017-A04
NA18508.08142017.A05	NA18508	08142017	A05	08142017-A05
NA18508.08142017.A07	NA18508	08142017	A07	08142017-A07
NA18508.08142017.A08	NA18508	08142017	A08	08142017-A08
NA18507.08142017.A09	NA18507	08142017	A09	08142017-A09
NA18508.08142017.A10	NA18508	08142017	A10	08142017-A10
NA19257.08142017.B01	NA19257	08142017	B01	08142017-B01
NA18508.08142017.B04	NA18508	08142017	B04	08142017-B04
NA18508.08142017.B05	NA18508	08142017	B05	08142017-B05
NA18508.08142017.B07	NA18508	08142017	B07	08142017-B07
NA18508.08142017.B08	NA18508	08142017	B08	08142017-B08
NA18507.08142017.B09	NA18507	08142017	B09	08142017-B09
NA18508.08142017.B10	NA18508	08142017	B10	08142017-B10
NA18508.08142017.B11	NA18508	08142017	B11	08142017-B11
NA18507.08142017.C02	NA18507	08142017	C02	08142017-C02
NA19257.08142017.C03	NA19257	08142017	C03	08142017-C03
NA18508.08142017.C04	NA18508	08142017	C04	08142017-C04
NA18508.08142017.C05	NA18508	08142017	C05	08142017-C05
NA18499.08142017.C06	NA18499	08142017	C06	08142017-C06
NA18499.08142017.C08	NA18499	08142017	C08	08142017-C08
NA18508.08142017.C09	NA18508	08142017	C09	08142017-C09
NA18508.08142017.C10	NA18508	08142017	C10	08142017-C10
NA18508.08142017.C11	NA18508	08142017	C11	08142017-C11
NA18499.08142017.C12	NA18499	08142017	C12	08142017-C12
NA18508.08142017.D01	NA18508	08142017	D01	08142017-D01
NA19257.08142017.D02	NA19257	08142017	D02	08142017-D02
NA18499.08142017.D03	NA18499	08142017	D03	08142017-D03
NA18508.08142017.D04	NA18508	08142017	D04	08142017-D04
NA18507.08142017.D05	NA18507	08142017	D05	08142017-D05
NA18508.08142017.D06	NA18508	08142017	D06	08142017-D06
NA18508.08142017.D08	NA18508	08142017	D08	08142017-D08
NA18499.08142017.D09	NA18499	08142017	D09	08142017-D09
NA18507.08142017.D10	NA18507	08142017	D10	08142017-D10
NA18499.08142017.D11	NA18499	08142017	D11	08142017-D11
NA19257.08142017.E01	NA19257	08142017	E01	08142017-E01
NA18507.08142017.E02	NA18507	08142017	E02	08142017-E02
NA19257.08142017.E03	NA19257	08142017	E03	08142017-E03
NA18507.08142017.E04	NA18507	08142017	E04	08142017-E04
NA18508.08142017.E05	NA18508	08142017	E05	08142017-E05
NA19257.08142017.E06	NA19257	08142017	E06	08142017-E06
NA18508.08142017.E07	NA18508	08142017	E07	08142017-E07
NA18508.08142017.E09	NA18508	08142017	E09	08142017-E09
NA18507.08142017.E10	NA18507	08142017	E10	08142017-E10
NA18508.08142017.E11	NA18508	08142017	E11	08142017-E11
NA18508.08142017.E12	NA18508	08142017	E12	08142017-E12
NA19257.08142017.F01	NA19257	08142017	F01	08142017-F01
NA18507.08142017.F02	NA18507	08142017	F02	08142017-F02
NA18508.08142017.F05	NA18508	08142017	F05	08142017-F05
NA18508.08142017.F06	NA18508	08142017	F06	08142017-F06
NA18507.08142017.F07	NA18507	08142017	F07	08142017-F07
NA18507.08142017.F08	NA18507	08142017	F08	08142017-F08
NA18507.08142017.F09	NA18507	08142017	F09	08142017-F09
NA19257.08142017.F10	NA19257	08142017	F10	08142017-F10
NA18508.08142017.F11	NA18508	08142017	F11	08142017-F11
NA18499.08142017.F12	NA18499	08142017	F12	08142017-F12
NA18507.08142017.G01	NA18507	08142017	G01	08142017-G01
NA19257.08142017.G02	NA19257	08142017	G02	08142017-G02
NA18508.08142017.G04	NA18508	08142017	G04	08142017-G04
NA18508.08142017.G05	NA18508	08142017	G05	08142017-G05
NA18499.08142017.G06	NA18499	08142017	G06	08142017-G06
NA18507.08142017.G08	NA18507	08142017	G08	08142017-G08
NA18508.08142017.G10	NA18508	08142017	G10	08142017-G10
NA19257.08142017.H01	NA19257	08142017	H01	08142017-H01
NA18508.08142017.H03	NA18508	08142017	H03	08142017-H03
NA18507.08142017.H04	NA18507	08142017	H04	08142017-H04
NA19257.08142017.H06	NA19257	08142017	H06	08142017-H06
NA18508.08142017.H07	NA18508	08142017	H07	08142017-H07
NA18508.08142017.H08	NA18508	08142017	H08	08142017-H08
NA18507.08142017.H09	NA18507	08142017	H09	08142017-H09
NA18499.08142017.H10	NA18499	08142017	H10	08142017-H10
NA19257.08142017.H12	NA19257	08142017	H12	08142017-H12
NA19159.08152017.A01	NA19159	08152017	A01	08152017-A01
NA18507.08152017.A05	NA18507	08152017	A05	08152017-A05
NA19257.08152017.A07	NA19257	08152017	A07	08152017-A07
NA18507.08152017.A08	NA18507	08152017	A08	08152017-A08
NA19159.08152017.A09	NA19159	08152017	A09	08152017-A09
NA18862.08152017.A12	NA18862	08152017	A12	08152017-A12
NA19159.08152017.B01	NA19159	08152017	B01	08152017-B01
NA18507.08152017.B02	NA18507	08152017	B02	08152017-B02
NA18507.08152017.B05	NA18507	08152017	B05	08152017-B05
NA18507.08152017.B07	NA18507	08152017	B07	08152017-B07
NA18507.08152017.B10	NA18507	08152017	B10	08152017-B10
NA18862.08152017.B11	NA18862	08152017	B11	08152017-B11
NA18507.08152017.B12	NA18507	08152017	B12	08152017-B12
NA19159.08152017.C01	NA19159	08152017	C01	08152017-C01
NA19159.08152017.C02	NA19159	08152017	C02	08152017-C02
NA18862.08152017.C04	NA18862	08152017	C04	08152017-C04
NA18862.08152017.C05	NA18862	08152017	C05	08152017-C05
NA18507.08152017.C08	NA18507	08152017	C08	08152017-C08
NA19159.08152017.C10	NA19159	08152017	C10	08152017-C10
NA18862.08152017.C12	NA18862	08152017	C12	08152017-C12
NA18507.08152017.D01	NA18507	08152017	D01	08152017-D01
NA18507.08152017.D02	NA18507	08152017	D02	08152017-D02
NA19159.08152017.D04	NA19159	08152017	D04	08152017-D04
NA18507.08152017.D05	NA18507	08152017	D05	08152017-D05
NA18507.08152017.D07	NA18507	08152017	D07	08152017-D07
NA19257.08152017.D09	NA19257	08152017	D09	08152017-D09
NA18862.08152017.D10	NA18862	08152017	D10	08152017-D10
NA18862.08152017.D12	NA18862	08152017	D12	08152017-D12
NA19257.08152017.E01	NA19257	08152017	E01	08152017-E01
NA19159.08152017.E03	NA19159	08152017	E03	08152017-E03
NA18862.08152017.E04	NA18862	08152017	E04	08152017-E04
NA18507.08152017.E06	NA18507	08152017	E06	08152017-E06
NA18507.08152017.E08	NA18507	08152017	E08	08152017-E08
NA18507.08152017.E09	NA18507	08152017	E09	08152017-E09
NA19159.08152017.E10	NA19159	08152017	E10	08152017-E10
NA18507.08152017.E11	NA18507	08152017	E11	08152017-E11
NA18862.08152017.F01	NA18862	08152017	F01	08152017-F01
NA19159.08152017.F02	NA19159	08152017	F02	08152017-F02
NA18507.08152017.F05	NA18507	08152017	F05	08152017-F05
NA19257.08152017.F06	NA19257	08152017	F06	08152017-F06
NA18507.08152017.F08	NA18507	08152017	F08	08152017-F08
NA19159.08152017.F09	NA19159	08152017	F09	08152017-F09
NA19159.08152017.F10	NA19159	08152017	F10	08152017-F10
NA18862.08152017.F11	NA18862	08152017	F11	08152017-F11
NA18862.08152017.F12	NA18862	08152017	F12	08152017-F12
NA19159.08152017.G02	NA19159	08152017	G02	08152017-G02
NA18507.08152017.G03	NA18507	08152017	G03	08152017-G03
NA18862.08152017.G04	NA18862	08152017	G04	08152017-G04
NA19257.08152017.G05	NA19257	08152017	G05	08152017-G05
NA19257.08152017.G06	NA19257	08152017	G06	08152017-G06
NA18862.08152017.G08	NA18862	08152017	G08	08152017-G08
NA19159.08152017.G10	NA19159	08152017	G10	08152017-G10
NA18862.08152017.G11	NA18862	08152017	G11	08152017-G11
NA19159.08152017.G12	NA19159	08152017	G12	08152017-G12
NA19159.08152017.H02	NA19159	08152017	H02	08152017-H02
NA18507.08152017.H04	NA18507	08152017	H04	08152017-H04
NA18862.08152017.H05	NA18862	08152017	H05	08152017-H05
NA18507.08152017.H06	NA18507	08152017	H06	08152017-H06
NA18507.08152017.H07	NA18507	08152017	H07	08152017-H07
NA19159.08152017.H10	NA19159	08152017	H10	08152017-H10
NA19159.08152017.H11	NA19159	08152017	H11	08152017-H11
NA19159.08162017.A02	NA19159	08162017	A02	08162017-A02
NA18508.08162017.A04	NA18508	08162017	A04	08162017-A04
NA19159.08162017.A05	NA19159	08162017	A05	08162017-A05
NA18508.08162017.A09	NA18508	08162017	A09	08162017-A09
NA18508.08162017.A10	NA18508	08162017	A10	08162017-A10
NA18499.08162017.A11	NA18499	08162017	A11	08162017-A11
NA18508.08162017.B01	NA18508	08162017	B01	08162017-B01
NA18508.08162017.B02	NA18508	08162017	B02	08162017-B02
NA18508.08162017.B03	NA18508	08162017	B03	08162017-B03
NA19159.08162017.B05	NA19159	08162017	B05	08162017-B05
NA19159.08162017.B06	NA19159	08162017	B06	08162017-B06
NA18499.08162017.B08	NA18499	08162017	B08	08162017-B08
NA18508.08162017.B09	NA18508	08162017	B09	08162017-B09
NA18508.08162017.B11	NA18508	08162017	B11	08162017-B11
NA18508.08162017.C01	NA18508	08162017	C01	08162017-C01
NA18508.08162017.C03	NA18508	08162017	C03	08162017-C03
NA19190.08162017.C04	NA19190	08162017	C04	08162017-C04
NA18508.08162017.C05	NA18508	08162017	C05	08162017-C05
NA18499.08162017.C06	NA18499	08162017	C06	08162017-C06
NA19190.08162017.C07	NA19190	08162017	C07	08162017-C07
NA18499.08162017.C08	NA18499	08162017	C08	08162017-C08
NA18508.08162017.C09	NA18508	08162017	C09	08162017-C09
NA19159.08162017.C11	NA19159	08162017	C11	08162017-C11
NA18499.08162017.C12	NA18499	08162017	C12	08162017-C12
NA19190.08162017.D02	NA19190	08162017	D02	08162017-D02
NA18508.08162017.D03	NA18508	08162017	D03	08162017-D03
NA18499.08162017.D05	NA18499	08162017	D05	08162017-D05
NA18508.08162017.D06	NA18508	08162017	D06	08162017-D06
NA18499.08162017.D07	NA18499	08162017	D07	08162017-D07
NA18508.08162017.D08	NA18508	08162017	D08	08162017-D08
NA18508.08162017.D09	NA18508	08162017	D09	08162017-D09
NA18508.08162017.D10	NA18508	08162017	D10	08162017-D10
NA19190.08162017.D11	NA19190	08162017	D11	08162017-D11
NA19159.08162017.E01	NA19159	08162017	E01	08162017-E01
NA18508.08162017.E02	NA18508	08162017	E02	08162017-E02
NA18508.08162017.E03	NA18508	08162017	E03	08162017-E03
NA19159.08162017.E05	NA19159	08162017	E05	08162017-E05
NA18499.08162017.E06	NA18499	08162017	E06	08162017-E06
NA18499.08162017.E08	NA18499	08162017	E08	08162017-E08
NA18499.08162017.E09	NA18499	08162017	E09	08162017-E09
NA19159.08162017.E10	NA19159	08162017	E10	08162017-E10
NA18508.08162017.E12	NA18508	08162017	E12	08162017-E12
NA18499.08162017.F01	NA18499	08162017	F01	08162017-F01
NA18499.08162017.F03	NA18499	08162017	F03	08162017-F03
NA18499.08162017.F04	NA18499	08162017	F04	08162017-F04
NA18508.08162017.F05	NA18508	08162017	F05	08162017-F05
NA19159.08162017.F07	NA19159	08162017	F07	08162017-F07
NA18508.08162017.F10	NA18508	08162017	F10	08162017-F10
NA19190.08162017.F11	NA19190	08162017	F11	08162017-F11
NA18508.08162017.F12	NA18508	08162017	F12	08162017-F12
NA18508.08162017.G03	NA18508	08162017	G03	08162017-G03
NA18508.08162017.G05	NA18508	08162017	G05	08162017-G05
NA19190.08162017.G06	NA19190	08162017	G06	08162017-G06
NA18508.08162017.G07	NA18508	08162017	G07	08162017-G07
NA18508.08162017.G08	NA18508	08162017	G08	08162017-G08
NA18508.08162017.G09	NA18508	08162017	G09	08162017-G09
NA18499.08162017.G11	NA18499	08162017	G11	08162017-G11
NA18499.08162017.G12	NA18499	08162017	G12	08162017-G12
NA18508.08162017.H01	NA18508	08162017	H01	08162017-H01
NA18508.08162017.H02	NA18508	08162017	H02	08162017-H02
NA18499.08162017.H06	NA18499	08162017	H06	08162017-H06
NA19159.08162017.H08	NA19159	08162017	H08	08162017-H08
NA18499.08162017.H09	NA18499	08162017	H09	08162017-H09
NA18499.08162017.H12	NA18499	08162017	H12	08162017-H12
NA18507.08182017.A01	NA18507	08182017	A01	08182017-A01
NA18507.08182017.A02	NA18507	08182017	A02	08182017-A02
NA18507.08182017.A03	NA18507	08182017	A03	08182017-A03
NA18499.08182017.A04	NA18499	08182017	A04	08182017-A04
NA18499.08182017.A05	NA18499	08182017	A05	08182017-A05
NA18507.08182017.A06	NA18507	08182017	A06	08182017-A06
NA18853.08182017.A07	NA18853	08182017	A07	08182017-A07
NA18853.08182017.A10	NA18853	08182017	A10	08182017-A10
NA18499.08182017.A12	NA18499	08182017	A12	08182017-A12
NA18499.08182017.B03	NA18499	08182017	B03	08182017-B03
NA18507.08182017.B04	NA18507	08182017	B04	08182017-B04
NA18870.08182017.B06	NA18870	08182017	B06	08182017-B06
NA18499.08182017.B08	NA18499	08182017	B08	08182017-B08
NA18853.08182017.B09	NA18853	08182017	B09	08182017-B09
NA18870.08182017.B12	NA18870	08182017	B12	08182017-B12
NA18870.08182017.C01	NA18870	08182017	C01	08182017-C01
NA18853.08182017.C02	NA18853	08182017	C02	08182017-C02
NA18507.08182017.C05	NA18507	08182017	C05	08182017-C05
NA18853.08182017.C06	NA18853	08182017	C06	08182017-C06
NA18499.08182017.C10	NA18499	08182017	C10	08182017-C10
NA18499.08182017.C11	NA18499	08182017	C11	08182017-C11
NA18507.08182017.D02	NA18507	08182017	D02	08182017-D02
NA18853.08182017.D04	NA18853	08182017	D04	08182017-D04
NA18870.08182017.D06	NA18870	08182017	D06	08182017-D06
NA18853.08182017.D07	NA18853	08182017	D07	08182017-D07
NA18870.08182017.D09	NA18870	08182017	D09	08182017-D09
NA18507.08182017.D10	NA18507	08182017	D10	08182017-D10
NA18853.08182017.D11	NA18853	08182017	D11	08182017-D11
NA18853.08182017.D12	NA18853	08182017	D12	08182017-D12
NA18499.08182017.E01	NA18499	08182017	E01	08182017-E01
NA18507.08182017.E03	NA18507	08182017	E03	08182017-E03
NA18870.08182017.E04	NA18870	08182017	E04	08182017-E04
NA18507.08182017.E05	NA18507	08182017	E05	08182017-E05
NA18507.08182017.E06	NA18507	08182017	E06	08182017-E06
NA18499.08182017.E07	NA18499	08182017	E07	08182017-E07
NA18507.08182017.E08	NA18507	08182017	E08	08182017-E08
NA18870.08182017.E09	NA18870	08182017	E09	08182017-E09
NA18870.08182017.E10	NA18870	08182017	E10	08182017-E10
NA18870.08182017.E11	NA18870	08182017	E11	08182017-E11
NA18870.08182017.F01	NA18870	08182017	F01	08182017-F01
NA18853.08182017.F03	NA18853	08182017	F03	08182017-F03
NA18870.08182017.F04	NA18870	08182017	F04	08182017-F04
NA18499.08182017.F05	NA18499	08182017	F05	08182017-F05
NA18499.08182017.F07	NA18499	08182017	F07	08182017-F07
NA18507.08182017.F08	NA18507	08182017	F08	08182017-F08
NA18853.08182017.F09	NA18853	08182017	F09	08182017-F09
NA18507.08182017.F11	NA18507	08182017	F11	08182017-F11
NA18870.08182017.G01	NA18870	08182017	G01	08182017-G01
NA18870.08182017.G02	NA18870	08182017	G02	08182017-G02
NA18507.08182017.G03	NA18507	08182017	G03	08182017-G03
NA18499.08182017.G06	NA18499	08182017	G06	08182017-G06
NA18870.08182017.G07	NA18870	08182017	G07	08182017-G07
NA18870.08182017.G08	NA18870	08182017	G08	08182017-G08
NA18853.08182017.G11	NA18853	08182017	G11	08182017-G11
NA18499.08182017.H01	NA18499	08182017	H01	08182017-H01
NA18499.08182017.H04	NA18499	08182017	H04	08182017-H04
NA18499.08182017.H07	NA18499	08182017	H07	08182017-H07
NA18870.08182017.H08	NA18870	08182017	H08	08182017-H08
NA18507.08182017.H11	NA18507	08182017	H11	08182017-H11
NA18853.08182017.H12	NA18853	08182017	H12	08182017-H12
NA19128.08212017.A01	NA19128	08212017	A01	08212017-A01
NA18508.08212017.A02	NA18508	08212017	A02	08212017-A02
NA19128.08212017.A03	NA19128	08212017	A03	08212017-A03
NA18508.08212017.A04	NA18508	08212017	A04	08212017-A04
NA19128.08212017.A05	NA19128	08212017	A05	08212017-A05
NA18507.08212017.A06	NA18507	08212017	A06	08212017-A06
NA18508.08212017.A07	NA18508	08212017	A07	08212017-A07
NA18507.08212017.A08	NA18507	08212017	A08	08212017-A08
NA18508.08212017.A09	NA18508	08212017	A09	08212017-A09
NA18507.08212017.A11	NA18507	08212017	A11	08212017-A11
NA19128.08212017.A12	NA19128	08212017	A12	08212017-A12
NA18507.08212017.B01	NA18507	08212017	B01	08212017-B01
NA18507.08212017.B02	NA18507	08212017	B02	08212017-B02
NA18507.08212017.B03	NA18507	08212017	B03	08212017-B03
NA19128.08212017.B04	NA19128	08212017	B04	08212017-B04
NA18507.08212017.B05	NA18507	08212017	B05	08212017-B05
NA18507.08212017.B07	NA18507	08212017	B07	08212017-B07
NA18507.08212017.B10	NA18507	08212017	B10	08212017-B10
NA18507.08212017.B11	NA18507	08212017	B11	08212017-B11
NA18508.08212017.B12	NA18508	08212017	B12	08212017-B12
NA19128.08212017.C01	NA19128	08212017	C01	08212017-C01
NA18508.08212017.C05	NA18508	08212017	C05	08212017-C05
NA18507.08212017.C06	NA18507	08212017	C06	08212017-C06
NA19128.08212017.C07	NA19128	08212017	C07	08212017-C07
NA18507.08212017.C08	NA18507	08212017	C08	08212017-C08
NA18508.08212017.C09	NA18508	08212017	C09	08212017-C09
NA19128.08212017.C12	NA19128	08212017	C12	08212017-C12
NA19128.08212017.D02	NA19128	08212017	D02	08212017-D02
NA18507.08212017.D03	NA18507	08212017	D03	08212017-D03
NA19128.08212017.D04	NA19128	08212017	D04	08212017-D04
NA18508.08212017.D06	NA18508	08212017	D06	08212017-D06
NA18508.08212017.D07	NA18508	08212017	D07	08212017-D07
NA19128.08212017.D08	NA19128	08212017	D08	08212017-D08
NA19128.08212017.D09	NA19128	08212017	D09	08212017-D09
NA18508.08212017.D10	NA18508	08212017	D10	08212017-D10
NA18507.08212017.D11	NA18507	08212017	D11	08212017-D11
NA19128.08212017.E03	NA19128	08212017	E03	08212017-E03
NA18508.08212017.E04	NA18508	08212017	E04	08212017-E04
NA18507.08212017.E05	NA18507	08212017	E05	08212017-E05
NA18507.08212017.E06	NA18507	08212017	E06	08212017-E06
NA19128.08212017.E08	NA19128	08212017	E08	08212017-E08
NA18507.08212017.E10	NA18507	08212017	E10	08212017-E10
NA19128.08212017.E11	NA19128	08212017	E11	08212017-E11
NA19128.08212017.F01	NA19128	08212017	F01	08212017-F01
NA18507.08212017.F02	NA18507	08212017	F02	08212017-F02
NA19128.08212017.F03	NA19128	08212017	F03	08212017-F03
NA19128.08212017.F04	NA19128	08212017	F04	08212017-F04
NA18507.08212017.F05	NA18507	08212017	F05	08212017-F05
NA18508.08212017.F07	NA18508	08212017	F07	08212017-F07
NA19128.08212017.F09	NA19128	08212017	F09	08212017-F09
NA18508.08212017.F10	NA18508	08212017	F10	08212017-F10
NA19128.08212017.F11	NA19128	08212017	F11	08212017-F11
NA19128.08212017.F12	NA19128	08212017	F12	08212017-F12
NA18507.08212017.G01	NA18507	08212017	G01	08212017-G01
NA18507.08212017.G02	NA18507	08212017	G02	08212017-G02
NA18508.08212017.G03	NA18508	08212017	G03	08212017-G03
NA18508.08212017.G04	NA18508	08212017	G04	08212017-G04
NA18507.08212017.G05	NA18507	08212017	G05	08212017-G05
NA19128.08212017.G09	NA19128	08212017	G09	08212017-G09
NA18507.08212017.G10	NA18507	08212017	G10	08212017-G10
NA19128.08212017.G11	NA19128	08212017	G11	08212017-G11
NA18507.08212017.G12	NA18507	08212017	G12	08212017-G12
NA18507.08212017.H01	NA18507	08212017	H01	08212017-H01
NA18507.08212017.H02	NA18507	08212017	H02	08212017-H02
NA18508.08212017.H05	NA18508	08212017	H05	08212017-H05
NA18508.08212017.H10	NA18508	08212017	H10	08212017-H10
NA19128.08222017.A02	NA19128	08222017	A02	08222017-A02
NA19128.08222017.A03	NA19128	08222017	A03	08222017-A03
NA19257.08222017.A04	NA19257	08222017	A04	08222017-A04
NA19190.08222017.A05	NA19190	08222017	A05	08222017-A05
NA19190.08222017.A06	NA19190	08222017	A06	08222017-A06
NA19257.08222017.A07	NA19257	08222017	A07	08222017-A07
NA19190.08222017.A08	NA19190	08222017	A08	08222017-A08
NA19128.08222017.A09	NA19128	08222017	A09	08222017-A09
NA19257.08222017.A10	NA19257	08222017	A10	08222017-A10
NA18870.08222017.A11	NA18870	08222017	A11	08222017-A11
NA19190.08222017.A12	NA19190	08222017	A12	08222017-A12
NA19257.08222017.B01	NA19257	08222017	B01	08222017-B01
NA19257.08222017.B02	NA19257	08222017	B02	08222017-B02
NA19190.08222017.B03	NA19190	08222017	B03	08222017-B03
NA19190.08222017.B06	NA19190	08222017	B06	08222017-B06
NA19190.08222017.B08	NA19190	08222017	B08	08222017-B08
NA19128.08222017.B09	NA19128	08222017	B09	08222017-B09
NA19190.08222017.B10	NA19190	08222017	B10	08222017-B10
NA19257.08222017.B11	NA19257	08222017	B11	08222017-B11
NA19190.08222017.C01	NA19190	08222017	C01	08222017-C01
NA18870.08222017.C02	NA18870	08222017	C02	08222017-C02
NA19190.08222017.C03	NA19190	08222017	C03	08222017-C03
NA19190.08222017.C04	NA19190	08222017	C04	08222017-C04
NA18870.08222017.C07	NA18870	08222017	C07	08222017-C07
NA18870.08222017.C08	NA18870	08222017	C08	08222017-C08
NA19257.08222017.C11	NA19257	08222017	C11	08222017-C11
NA18870.08222017.C12	NA18870	08222017	C12	08222017-C12
NA18870.08222017.D01	NA18870	08222017	D01	08222017-D01
NA19128.08222017.D02	NA19128	08222017	D02	08222017-D02
NA19257.08222017.D03	NA19257	08222017	D03	08222017-D03
NA19128.08222017.D04	NA19128	08222017	D04	08222017-D04
NA19190.08222017.D06	NA19190	08222017	D06	08222017-D06
